C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0006612994,0002933312                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0006613075,0002933467                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0006613360,0002933527                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0006613920,0002933576                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0006613985,0002933584                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0006613991,0002933585                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0006614016,0002933733                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0006614116,0002933893                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0006614420,0002933956                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0006614904,0002934017                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0007728001,0003488369                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0007728001,0003488370                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0007728012,0003488387                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0007728083,0003488479                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0007728460,0003488615                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0007728787,0003488682                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0007728862,0003488691                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0007728868,0003488691                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0007728875,0003488722                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0007728944,0003488785                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0007729235,0003488871                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0007729436,0003488908                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0007729465,0003488915                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0007729468,0003488915                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0007729509,0003489029                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0007729649,0003489207                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0007730072,0003489318                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0007730904,0003489380                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0007730939,0003489383                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0007730940,0003489383                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0007730984,0003489548                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0007731114,0003489720                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0007731237,0003489796                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0007731426,0003489864                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0007731462,0003489867                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0007731469,0003489867                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0007731497,0003490019                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0007731605,0003490206                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0007731974,0003490309                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0007732725,0003490366                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0007732767,0003490368                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0007732769,0003490368                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0007732800,0003490545                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0007732942,0003490745                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0007733343,0003490820                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0007734117,0003490879                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0007734157,0003490885                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0007734163,0003490885                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0007734196,0003491051                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0007734353,0003491235                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0007734775,0003491337                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0007735470,0003491406                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0001564707,0000816766                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0001564713,0000816766                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0001564727,0000816833                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0001564823,0000817028                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0001565260,0000817246                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0001565711,0000817308                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0001565817,0000817321                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0001565834,0000817321                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0001565848,0000817371                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0001565931,0000817527                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0001566257,0000817691                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0001566533,0000817734                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0001566588,0000817741                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0001566592,0000817741                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0001566642,0000818018                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0001566848,0000818426                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0001567374,0000818573                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0001568386,0000818633                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0001568452,0000818641                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0001568456,0000818644                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0001568508,0000819031                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0001568708,0000819428                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0001568872,0000819544                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0001569171,0000819604                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0001569244,0000819608                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0001569250,0000819608                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0001569311,0000819979                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0001569493,0000820327                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0001569992,0000820507                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0001570960,0000820573                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0001571049,0000820580                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0001571052,0000820580                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0001571108,0000820918                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0001571338,0000821301                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0001571879,0000821482                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0001572912,0000821537                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0001572995,0000821542                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0001572999,0000821543                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0001573054,0000821914                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0001573239,0000822324                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0001573816,0000822480                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0001574739,0000822551                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0013206367,0013861091                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0013206371,0013861092                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0013206395,0013861344                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0013206499,0013861763                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0013207026,0013862071                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0013207570,0013862203                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0013207700,0013862243                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0013207713,0013862249                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0013207732,0013862365                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0013207834,0013862742                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0013208236,0013862999                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0013208592,0013863095                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0013208665,0013863113                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0013208669,0013863115                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0013208778,0013863793                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0013209058,0013864628                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0013209809,0013864841                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0013211029,0013864893                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0013211148,0013864924                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0013211150,0013864930                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0013211248,0013865775                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0013211544,0013866519                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0013211777,0013866725                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0013212172,0013866821                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0013212285,0013866847                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0013212290,0013866851                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0013212390,0013867657                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0013212652,0013868407                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0013213385,0013868653                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0013214632,0013868706                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0013214764,0013868729                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0013214769,0013868734                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0013214851,0013869616                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0013215145,0013870408                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0013215917,0013870667                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0013217146,0013870737                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0013217289,0013870769                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0013217293,0013870775                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0013217384,0013871592                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0013217691,0013872318                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0013218478,0013872580                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0013219594,0013872656                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0000002683,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0000002685,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0000002685,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0000002685,0000000000                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0000000001,0000001090                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0000000001,0000001091                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0000000001,0000001092                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0000000001,0000001092                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0000000001,0000001092                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0002794094,0006176164                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0002794097,0006176166                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0002794106,0006176234                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0002794147,0006176529                                           
